# File: CCS_provincial_data.csv
# Title: CO2 and Cost(2005USD) by province
# Units: CO2-Mt,Cost-2005USD per t CO2
# Description: Provincial CO2 and Cost(2005USD)
# Source: PNNL's research based on Dahowski et al. (2010, 2017)
# Column types: ccnn
# ----------
province.name,ID,CO2_Mt,Cost_2005USDtCO2
Anhui,Anhui_EOR_001,22.7,-101.299905
Anhui,Anhui_EOR_002,6.3,-45.22455
Anhui,Anhui_EOR_003,11.1,-20.821815
Anhui,Anhui_EOR_004,8.2,-16.901325
Anhui,Anhui_EOR_005,3.1,1.1438
Anhui,Anhui_DSF_001,1194.2,0.9576
Anhui,Anhui_DSF_002,1050.4,1.0108
Anhui,Anhui_DSF_003,804.2,1.0564
Anhui,Anhui_DSF_004,739.8,1.0564
Anhui,Anhui_DSF_005,537.8,1.1476
Anhui,Anhui_DSF_006,469.1,1.2768
Anhui,Anhui_DSF_007,952,1.4896
Anhui,Anhui_ECBM_001,18.9,-1.1190375
Anhui,Anhui_DSF_008,217.8,1.5504
Anhui,Anhui_ECBM_002,46.8,-1.135575
Anhui,Anhui_DSF_009,167.5,1.634
Anhui,Anhui_DSF_010,167.5,1.634
Anhui,Anhui_DSF_011,569.6,1.748
Anhui,Anhui_DSF_012,823,1.786
Anhui,Anhui_DSF_013,90.6,1.9
Anhui,Anhui_DSF_014,569.6,1.9152
Anhui,Anhui_DSF_015,187.2,2.0824
Anhui,Anhui_DSF_016,402.1,2.1736
Anhui,Anhui_DSF_017,75.5,2.1888
Anhui,Anhui_DSF_018,402.1,2.1888
Anhui,Anhui_DSF_019,396.7,2.2496
Anhui,Anhui_ECBM_003,11.3,-1.7584875
Anhui,Anhui_DSF_020,82.3,2.432
Anhui,Anhui_DSF_021,67,2.5916
Anhui,Anhui_DSF_022,45.3,2.9488
Anhui,Anhui_DSF_023,107.1,3.2376
Anhui,Anhui_DSF_024,53.6,3.4732
Anhui,Anhui_DSF_025,78,3.4884
Anhui,Anhui_DSF_026,39,3.5112
Anhui,Anhui_DSF_027,83.8,3.5492
Anhui,Anhui_DSF_028,123,3.5644
Anhui,Anhui_DSF_029,44.3,3.7164
Anhui,Anhui_DSF_030,70.2,3.762
Anhui,Anhui_DSF_031,35.1,3.8152
Anhui,Anhui_DSF_032,32.7,3.8228
Anhui,Anhui_DSF_033,123,4.0052
Anhui,Anhui_DSF_034,59.3,4.1268
Anhui,Anhui_DSF_035,31.2,4.1876
Anhui,Anhui_DSF_036,94.4,4.3776
Anhui,Anhui_DSF_037,95.4,4.3928
Anhui,Anhui_DSF_038,54.6,4.4004
Anhui,Anhui_DSF_039,78,4.7044
Anhui,Anhui_DSF_040,50.7,4.75
Anhui,Anhui_DSF_041,49.2,4.8564
Anhui,Anhui_DSF_042,25.3,4.9628
Anhui,Anhui_DSF_043,25,5.016
Anhui,Anhui_DSF_044,45.8,5.054
Anhui,Anhui_DSF_045,25.2,5.1528
Anhui,Anhui_DSF_046,24.1,5.1528
Anhui,Anhui_DSF_047,67,5.3352
Anhui,Anhui_DSF_048,39,5.7684
Anhui,Anhui_DSF_049,18.9,6.3004
Anhui,Anhui_DSF_050,46.8,6.65
Anhui,Anhui_DSF_051,46.8,6.764
Anhui,Anhui_DSF_052,23.4,7.3112
Anhui,Anhui_DSF_053,12.6,7.334
Anhui,Anhui_DSF_054,15.6,7.3872
Anhui,Anhui_DSF_055,15.6,7.9496
Anhui,Anhui_DSF_056,18.3,8.3904
Anhui,Anhui_DSF_057,15.6,8.816
Anhui,Anhui_DSF_058,15.6,8.8388
Anhui,Anhui_DSF_059,12.5,8.9224
Anhui,Anhui_DSF_060,16.8,9.31
Anhui,Anhui_DSF_061,15.6,9.4544
Anhui,Anhui_DSF_062,13.7,10.032
Anhui,Anhui_DSF_063,15.6,10.2296
Anhui,Anhui_DSF_064,11.7,10.3664
Anhui,Anhui_DSF_065,11.7,10.564
Anhui,Anhui_DSF_066,21.4,10.64
Anhui,Anhui_DSF_067,15.6,11.1112
Anhui,Anhui_DSF_068,15.6,11.1112
Anhui,Anhui_DSF_069,15.6,11.1112
Anhui,Anhui_DSF_070,10.5,11.3164
Anhui,Anhui_DSF_071,12.5,11.3316
Anhui,Anhui_DSF_072,9.4,11.5748
Anhui,Anhui_DSF_073,11,12.6692
Anhui,Anhui_DSF_074,11.7,13.0872
Anhui,Anhui_DSF_075,15.6,13.7864
Anhui,Anhui_DSF_076,15.6,13.7864
Anhui,Anhui_DSF_077,9.4,14.3792
Anhui,Anhui_DSF_078,14.2,14.7972
Anhui,Anhui_DSF_079,23.4,15.0936
Anhui,Anhui_DSF_080,9.4,17.5484
Anhui,Anhui_DSF_081,11.7,18.468
Anhui,Anhui_DSF_082,9.3,20.2388
Beijing,Beijing_EOR_001,66,-38.00097
Beijing,Beijing_EOR_002,10.1,-30.80826
Beijing,Beijing_EOR_003,1.9,-12.239955
Beijing,Beijing_EOR_004,1.9,-10.356885
Beijing,Beijing_DSF_001,566.3,0.874
Beijing,Beijing_DSF_002,536.1,0.8816
Beijing,Beijing_DSF_003,536.1,0.8816
Beijing,Beijing_DSF_004,402.1,1.0336
Beijing,Beijing_DSF_005,264.2,1.064
Beijing,Beijing_DSF_006,268.1,1.1704
Beijing,Beijing_DSF_007,187.2,1.2844
Beijing,Beijing_DSF_008,187.2,1.2844
Beijing,Beijing_DSF_009,202.8,1.3528
Beijing,Beijing_DSF_010,149.7,1.3984
Beijing,Beijing_DSF_011,148.6,1.406
Beijing,Beijing_DSF_012,135.8,1.4972
Beijing,Beijing_DSF_013,96.9,1.9076
Beijing,Beijing_DSF_014,92.6,1.976
Beijing,Beijing_DSF_015,78,2.0368
Beijing,Beijing_DSF_016,67,2.2724
Beijing,Beijing_DSF_017,62.4,2.394
Beijing,Beijing_DSF_018,55.2,2.6296
Beijing,Beijing_DSF_019,40.5,2.8044
Beijing,Beijing_DSF_020,49.2,2.8652
Beijing,Beijing_DSF_021,46.8,2.9792
Beijing,Beijing_DSF_022,35.1,3.724
Beijing,Beijing_DSF_023,32.9,3.914
Beijing,Beijing_DSF_024,31.3,4.0736
Beijing,Beijing_DSF_025,19.5,5.966
Beijing,Beijing_DSF_026,16.4,6.8932
Beijing,Beijing_DSF_027,7.6,10.982
Beijing,Beijing_DSF_028,7.4,11.1568
Chongqing,Chongqing_EOR_001,18.9,-47.97198
Chongqing,Chongqing_ECBM_001,19.1,-56.58471
Chongqing,Chongqing_DSF_001,1769.2,3.496
Chongqing,Chongqing_DSF_002,358.8,3.876
Chongqing,Chongqing_DSF_003,402.1,3.8912
Chongqing,Chongqing_DSF_004,402.1,3.8912
Chongqing,Chongqing_DSF_005,402.1,3.8912
Chongqing,Chongqing_DSF_006,402.1,3.8912
Chongqing,Chongqing_DSF_007,288,3.9216
Chongqing,Chongqing_DSF_008,273,4.028
Chongqing,Chongqing_DSF_009,185.2,4.218
Chongqing,Chongqing_DSF_010,123,4.5296
Chongqing,Chongqing_DSF_011,140.4,4.5524
Chongqing,Chongqing_DSF_012,134,4.5752
Chongqing,Chongqing_DSF_013,132.6,4.6208
Chongqing,Chongqing_DSF_014,132.6,4.6208
Chongqing,Chongqing_DSF_015,76.3,4.75
Chongqing,Chongqing_DSF_016,75.5,4.7956
Chongqing,Chongqing_DSF_017,93.6,4.826
Chongqing,Chongqing_DSF_018,93.6,4.826
Chongqing,Chongqing_DSF_019,101.4,4.9172
Chongqing,Chongqing_DSF_020,85.8,4.9476
Chongqing,Chongqing_DSF_021,73.3,4.9856
Chongqing,Chongqing_DSF_022,41.1,5.9356
Chongqing,Chongqing_DSF_023,33.5,6.4144
Chongqing,Chongqing_DSF_024,27.5,6.7944
Chongqing,Chongqing_DSF_025,31.2,6.802
Chongqing,Chongqing_DSF_026,30.2,6.9844
Chongqing,Chongqing_DSF_027,19.5,7.942
Chongqing,Chongqing_DSF_028,18.9,8.1548
Chongqing,Chongqing_DSF_029,15.6,9.5532
Fujian,Fujian_ECBM_001,3.9,-52.6057875
Gansu,Gansu_EOR_001,18.9,-97.935075
Gansu,Gansu_EOR_002,3.9,-73.146465
Gansu,Gansu_EOR_003,9.4,-62.3574
Gansu,Gansu_ECBM_001,29.5,-18.15156
Gansu,Gansu_ECBM_002,3.1,-7.838775
Gansu,Gansu_ECBM_003,9.9,-15.864975
Gansu,Gansu_ECBM_004,3.7,-23.8525875
Gansu,Gansu_ECBM_005,17.6,-25.4016
Gansu,Gansu_ECBM_006,5.5,-28.1523375
Gansu,Gansu_ECBM_007,9.4,-38.5378875
Gansu,Gansu_DSF_001,56.6,1.6796
Gansu,Gansu_DSF_002,804.2,1.748
Gansu,Gansu_DSF_003,36.6,1.9532
Gansu,Gansu_DSF_004,804.2,3.1692
Gansu,Gansu_DSF_005,536.1,3.6176
Gansu,Gansu_DSF_006,226.2,4.218
Gansu,Gansu_DSF_007,146.6,4.8488
Gansu,Gansu_DSF_008,23.4,6.4068
Gansu,Gansu_DSF_009,6.3,8.0408
Gansu,Gansu_DSF_010,4.8,9.994
Gansu,Gansu_DSF_011,35.1,14.4476
Gansu,Gansu_DSF_012,15.6,15.7852
Gansu,Gansu_DSF_013,19.5,17.4724
Gansu,Gansu_DSF_014,5.6,33.6376
Guangdong,Guangdong_ECBM_001,2.7,-58.311225
Guangxi,Guangzi_ECBM_001,3.9,-31.277925
Guangxi,Guangzi_ECBM_002,2,-75.0306375
Guizhou,Guizhou_ECBM_001,23.7,-56.754495
Guizhou,Guizhou_ECBM_002,7.6,-53.544015
Guizhou,Guizhou_ECBM_003,4.7,-46.79892
Guizhou,Guizhou_DSF_001,536.1,3.4504
Guizhou,Guizhou_DSF_002,335.1,3.9064
Guizhou,Guizhou_DSF_003,361.9,3.9064
Guizhou,Guizhou_DSF_004,402.1,3.914
Guizhou,Guizhou_DSF_005,804.2,4.2104
Guizhou,Guizhou_DSF_006,804.2,4.3396
Guizhou,Guizhou_DSF_007,335.1,4.3928
Guizhou,Guizhou_DSF_008,94.9,4.4992
Guizhou,Guizhou_DSF_009,804.2,4.5904
Guizhou,Guizhou_DSF_010,502.6,4.6132
Guizhou,Guizhou_DSF_011,402.1,5.016
Guizhou,Guizhou_DSF_012,402.1,5.092
Guizhou,Guizhou_DSF_013,402.1,5.4112
Guizhou,Guizhou_DSF_014,441,5.5556
Guizhou,Guizhou_DSF_015,402.1,5.9508
Guizhou,Guizhou_DSF_016,402.1,5.9508
Guizhou,Guizhou_DSF_017,201,6.3916
Guizhou,Guizhou_DSF_018,205.7,6.4372
Guizhou,Guizhou_DSF_019,134,6.6804
Guizhou,Guizhou_DSF_020,24.6,7.4404
Guizhou,Guizhou_DSF_021,83.8,8.5272
Guizhou,Guizhou_DSF_022,67,9.5304
Guizhou,Guizhou_DSF_023,15.6,9.5532
Guizhou,Guizhou_DSF_024,31.2,10.83
Guizhou,Guizhou_DSF_025,63.4,10.906
Guizhou,Guizhou_DSF_026,49.2,11.0276
Guizhou,Guizhou_DSF_027,48.4,11.1644
Guizhou,Guizhou_DSF_028,30.2,11.2404
Guizhou,Guizhou_DSF_029,46.8,12.3652
Guizhou,Guizhou_DSF_030,23.4,12.5096
Guizhou,Guizhou_DSF_031,18.9,17.7992
Guizhou,Guizhou_DSF_032,23.4,18.6428
Guizhou,Guizhou_DSF_033,23.4,21.622
Hebei,Hebei_EOR_001,8.3,-71.911665
Hebei,Hebei_EOR_002,123.4,-37.923795
Hebei,Hebei_EOR_003,160.8,-37.769445
Hebei,Hebei_EOR_004,41.1,-37.460745
Hebei,Hebei_EOR_005,82.3,-36.95139
Hebei,Hebei_EOR_006,1.9,-36.76617
Hebei,Hebei_EOR_007,101.4,-36.08703
Hebei,Hebei_EOR_008,51.4,-36.02529
Hebei,Hebei_EOR_009,28.8,-35.732025
Hebei,Hebei_EOR_010,24.7,-33.355035
Hebei,Hebei_EOR_011,7.3,-29.804985
Hebei,Hebei_EOR_012,7.3,-29.804985
Hebei,Hebei_EOR_013,4.1,-28.55475
Hebei,Hebei_EOR_014,8.1,-28.21518
Hebei,Hebei_EOR_015,3.1,-19.97289
Hebei,Hebei_EOR_016,3.9,-16.17588
Hebei,Hebei_ECBM_001,102.9,-85.154895
Hebei,Hebei_ECBM_002,5,-73.794735
Hebei,Hebei_ECBM_003,6.2,-71.6184
Hebei,Hebei_ECBM_004,5,-70.090335
Hebei,Hebei_ECBM_005,19.1,-69.843375
Hebei,Hebei_ECBM_006,1.9,-55.8747
Hebei,Hebei_ECBM_007,28.8,-36.966825
Hebei,Hebei_ECBM_008,46.8,-0.7662375
Hebei,Hebei_ECBM_009,3.5,-6.581925
Hebei,Hebei_ECBM_010,3.9,-7.9876125
Hebei,Hebei_DSF_001,1038.7,0.7828
Hebei,Hebei_DSF_002,884.6,0.8056
Hebei,Hebei_DSF_003,884.6,0.836
Hebei,Hebei_DSF_004,804.2,0.836
Hebei,Hebei_DSF_005,804.2,0.836
Hebei,Hebei_DSF_006,643.3,0.836
Hebei,Hebei_DSF_007,670.1,0.8436
Hebei,Hebei_DSF_008,493.8,0.8664
Hebei,Hebei_DSF_009,411.5,0.9044
Hebei,Hebei_DSF_010,405.6,0.912
Hebei,Hebei_DSF_011,871.2,0.9272
Hebei,Hebei_DSF_012,469.1,0.9272
Hebei,Hebei_DSF_013,435.6,0.9804
Hebei,Hebei_DSF_014,670.1,0.9956
Hebei,Hebei_DSF_015,329.2,1.0184
Hebei,Hebei_DSF_016,402.1,1.0336
Hebei,Hebei_DSF_017,402.1,1.0336
Hebei,Hebei_DSF_018,402.1,1.0336
Hebei,Hebei_DSF_019,318.3,1.0412
Hebei,Hebei_DSF_020,402.1,1.0792
Hebei,Hebei_DSF_021,536.1,1.0944
Hebei,Hebei_DSF_022,275,1.1476
Hebei,Hebei_DSF_023,402.1,1.1552
Hebei,Hebei_DSF_024,804.2,1.1628
Hebei,Hebei_DSF_025,205.7,1.2084
Hebei,Hebei_DSF_026,187.2,1.2236
Hebei,Hebei_DSF_027,1608.3,1.292
Hebei,Hebei_DSF_028,164.6,1.3376
Hebei,Hebei_DSF_029,1608.3,1.3528
Hebei,Hebei_DSF_030,201,1.3604
Hebei,Hebei_DSF_031,156,1.3604
Hebei,Hebei_DSF_032,167.5,1.3908
Hebei,Hebei_DSF_033,137.5,1.4896
Hebei,Hebei_DSF_034,134,1.5124
Hebei,Hebei_DSF_035,115.2,1.5504
Hebei,Hebei_DSF_036,141.9,1.5656
Hebei,Hebei_DSF_037,124.8,1.5884
Hebei,Hebei_DSF_038,124.8,1.5884
Hebei,Hebei_DSF_039,98.8,1.6036
Hebei,Hebei_DSF_040,268.1,1.6416
Hebei,Hebei_DSF_041,107.1,1.7784
Hebei,Hebei_DSF_042,102.9,1.8316
Hebei,Hebei_DSF_043,115.2,1.9152
Hebei,Hebei_DSF_044,76.3,1.9304
Hebei,Hebei_DSF_045,93.6,1.9608
Hebei,Hebei_DSF_046,102.9,1.9684
Hebei,Hebei_DSF_047,78,2.0368
Hebei,Hebei_DSF_048,77.7,2.0368
Hebei,Hebei_DSF_049,123.4,2.128
Hebei,Hebei_DSF_050,69.6,2.2116
Hebei,Hebei_DSF_051,69,2.2268
Hebei,Hebei_DSF_052,69,2.2268
Hebei,Hebei_DSF_053,107.6,2.2344
Hebei,Hebei_DSF_054,67,2.2724
Hebei,Hebei_DSF_055,102.9,2.4092
Hebei,Hebei_DSF_056,102.9,2.4092
Hebei,Hebei_DSF_057,58.7,2.508
Hebei,Hebei_DSF_058,78,2.5916
Hebei,Hebei_DSF_059,67,2.622
Hebei,Hebei_DSF_060,134,2.8044
Hebei,Hebei_DSF_061,268.1,3.0324
Hebei,Hebei_DSF_062,65.7,3.0704
Hebei,Hebei_DSF_063,67,3.078
Hebei,Hebei_DSF_064,39,3.4276
Hebei,Hebei_DSF_065,39,3.4276
Hebei,Hebei_DSF_066,37.3,3.5492
Hebei,Hebei_DSF_067,29.3,3.6024
Hebei,Hebei_DSF_068,29.3,3.6024
Hebei,Hebei_DSF_069,167.5,3.6252
Hebei,Hebei_DSF_070,35.3,3.7088
Hebei,Hebei_DSF_071,133.7,3.8608
Hebei,Hebei_DSF_072,67,3.876
Hebei,Hebei_DSF_073,32,4.0052
Hebei,Hebei_DSF_074,31.2,4.0812
Hebei,Hebei_DSF_075,24.7,4.1192
Hebei,Hebei_DSF_076,31.2,4.37
Hebei,Hebei_DSF_077,20.1,4.8488
Hebei,Hebei_DSF_078,20.1,4.8488
Hebei,Hebei_DSF_079,32.2,5.0768
Hebei,Hebei_DSF_080,23.4,5.1452
Hebei,Hebei_DSF_081,23.4,5.1452
Hebei,Hebei_DSF_082,46.8,5.3504
Hebei,Hebei_DSF_083,36.1,5.4948
Hebei,Hebei_DSF_084,16.5,5.7076
Hebei,Hebei_DSF_085,85.8,5.8368
Hebei,Hebei_DSF_086,15.6,5.966
Hebei,Hebei_DSF_087,73.3,6.232
Hebei,Hebei_DSF_088,16.1,6.9996
Hebei,Hebei_DSF_089,16.1,6.9996
Hebei,Hebei_DSF_090,12.5,7.182
Hebei,Hebei_DSF_091,15.6,7.182
Hebei,Hebei_DSF_092,15.6,7.182
Hebei,Hebei_DSF_093,31.2,7.2124
Hebei,Hebei_DSF_094,33.3,7.866
Hebei,Hebei_DSF_095,13.8,7.9572
Hebei,Hebei_DSF_096,14.2,9.2948
Hebei,Hebei_DSF_097,9.4,11.058
Hebei,Hebei_DSF_098,7.4,11.1568
Hebei,Hebei_DSF_099,9.1,11.3164
Hebei,Hebei_DSF_100,9.9,11.7344
Hebei,Hebei_DSF_101,5.8,12.1524
Hebei,Hebei_DSF_102,16.8,16.454
Hebei,Hebei_DSF_103,7.5,24.9888
Heilongjiang,Heilongjiang_EOR_001,219.8,-88.612335
Heilongjiang,Heilongjiang_EOR_002,160.8,-88.488855
Heilongjiang,Heilongjiang_EOR_003,107.2,-88.427115
Heilongjiang,Heilongjiang_EOR_004,67,-87.840585
Heilongjiang,Heilongjiang_EOR_005,53.6,-87.08427
Heilongjiang,Heilongjiang_EOR_006,27.2,-86.420565
Heilongjiang,Heilongjiang_EOR_007,20.8,-85.91121
Heilongjiang,Heilongjiang_EOR_008,18.9,-85.679685
Heilongjiang,Heilongjiang_EOR_009,19.1,-85.44816
Heilongjiang,Heilongjiang_EOR_010,19.8,-85.432725
Heilongjiang,Heilongjiang_EOR_011,9.5,-80.431785
Heilongjiang,Heilongjiang_EOR_012,3.7,-78.99633
Heilongjiang,Heilongjiang_EOR_013,8.2,-77.42196
Heilongjiang,Heilongjiang_EOR_014,2.5,-74.844315
Heilongjiang,Heilongjiang_DSF_001,107.2,1.102
Heilongjiang,Heilongjiang_DSF_002,879.2,1.1552
Heilongjiang,Heilongjiang_DSF_003,643.3,1.254
Heilongjiang,Heilongjiang_DSF_004,321.7,1.3224
Heilongjiang,Heilongjiang_DSF_005,53.6,1.4288
Heilongjiang,Heilongjiang_DSF_006,268.1,1.5124
Heilongjiang,Heilongjiang_DSF_007,160.8,1.558
Heilongjiang,Heilongjiang_DSF_008,31.5,1.6112
Heilongjiang,Heilongjiang_DSF_009,28.1,1.748
Heilongjiang,Heilongjiang_DSF_010,549.5,1.7556
Heilongjiang,Heilongjiang_DSF_011,27.2,1.786
Heilongjiang,Heilongjiang_DSF_012,20.8,1.8164
Heilongjiang,Heilongjiang_DSF_013,126.1,1.8392
Heilongjiang,Heilongjiang_DSF_014,19.8,1.8772
Heilongjiang,Heilongjiang_DSF_015,23.7,1.8924
Heilongjiang,Heilongjiang_DSF_016,23.7,1.8924
Heilongjiang,Heilongjiang_DSF_017,150.8,1.9
Heilongjiang,Heilongjiang_DSF_018,19.1,1.9228
Heilongjiang,Heilongjiang_DSF_019,18.9,1.938
Heilongjiang,Heilongjiang_DSF_020,112.3,2.0064
Heilongjiang,Heilongjiang_DSF_021,81.5,2.052
Heilongjiang,Heilongjiang_DSF_022,62.3,2.09
Heilongjiang,Heilongjiang_DSF_023,402.1,2.1204
Heilongjiang,Heilongjiang_DSF_024,94.6,2.1356
Heilongjiang,Heilongjiang_DSF_025,94.6,2.1356
Heilongjiang,Heilongjiang_DSF_026,59.3,2.166
Heilongjiang,Heilongjiang_DSF_027,57.2,2.2268
Heilongjiang,Heilongjiang_DSF_028,56.6,2.242
Heilongjiang,Heilongjiang_DSF_029,13.8,2.28
Heilongjiang,Heilongjiang_DSF_030,268.1,2.3864
Heilongjiang,Heilongjiang_DSF_031,11.8,2.5384
Heilongjiang,Heilongjiang_DSF_032,55.2,2.5916
Heilongjiang,Heilongjiang_DSF_033,469.1,2.7436
Heilongjiang,Heilongjiang_DSF_034,690.2,2.7968
Heilongjiang,Heilongjiang_DSF_035,20.1,2.8576
Heilongjiang,Heilongjiang_DSF_036,9.9,2.9032
Heilongjiang,Heilongjiang_DSF_037,47.3,2.9032
Heilongjiang,Heilongjiang_DSF_038,9.5,2.9716
Heilongjiang,Heilongjiang_DSF_039,20.1,3.0856
Heilongjiang,Heilongjiang_DSF_040,134,3.1768
Heilongjiang,Heilongjiang_DSF_041,7.8,3.192
Heilongjiang,Heilongjiang_DSF_042,30.2,3.2908
Heilongjiang,Heilongjiang_DSF_043,30.2,3.2908
Heilongjiang,Heilongjiang_DSF_044,39.4,3.3364
Heilongjiang,Heilongjiang_DSF_045,113.2,3.3972
Heilongjiang,Heilongjiang_DSF_046,28.6,3.4276
Heilongjiang,Heilongjiang_DSF_047,31.2,3.5644
Heilongjiang,Heilongjiang_DSF_048,10.9,4.1724
Heilongjiang,Heilongjiang_DSF_049,8.2,4.408
Heilongjiang,Heilongjiang_DSF_050,24.7,4.5676
Heilongjiang,Heilongjiang_DSF_051,16.4,4.6968
Heilongjiang,Heilongjiang_DSF_052,167.5,4.7044
Heilongjiang,Heilongjiang_DSF_053,55,4.902
Heilongjiang,Heilongjiang_DSF_054,156,5.4872
Heilongjiang,Heilongjiang_DSF_055,3.7,5.6392
Heilongjiang,Heilongjiang_DSF_056,3.9,5.6924
Heilongjiang,Heilongjiang_DSF_057,42,6.0116
Heilongjiang,Heilongjiang_DSF_058,15.8,6.1028
Heilongjiang,Heilongjiang_DSF_059,4.7,6.2168
Heilongjiang,Heilongjiang_DSF_060,18.7,6.3232
Heilongjiang,Heilongjiang_DSF_061,11.1,6.4144
Heilongjiang,Heilongjiang_DSF_062,2.8,7.144
Heilongjiang,Heilongjiang_DSF_063,2.7,7.3796
Heilongjiang,Heilongjiang_DSF_064,2.5,7.8128
Heilongjiang,Heilongjiang_DSF_065,11,8.1852
Heilongjiang,Heilongjiang_DSF_066,10.6,8.4588
Heilongjiang,Heilongjiang_DSF_067,7.4,8.9832
Heilongjiang,Heilongjiang_DSF_068,2.7,9.5076
Heilongjiang,Heilongjiang_DSF_069,10.6,9.8724
Heilongjiang,Heilongjiang_DSF_070,23.4,10.5184
Heilongjiang,Heilongjiang_DSF_071,15.6,11.362
Heilongjiang,Heilongjiang_DSF_072,15.6,11.362
Henan,Henan_EOR_001,10.3,-102.30318
Henan,Henan_EOR_002,2.5,-96.638535
Henan,Henan_EOR_003,5,-95.311125
Henan,Henan_EOR_004,5,-79.36677
Henan,Henan_EOR_005,7.4,-32.428935
Henan,Henan_EOR_006,3.3,-18.89244
Henan,Henan_ECBM_001,94.6,-85.525335
Henan,Henan_ECBM_002,15.1,-79.968735
Henan,Henan_ECBM_003,17.3,-77.283045
Henan,Henan_ECBM_004,18.9,-77.252175
Henan,Henan_ECBM_005,18.9,-77.252175
Henan,Henan_ECBM_006,5.3,-72.66798
Henan,Henan_ECBM_007,6.3,-67.929435
Henan,Henan_ECBM_008,4.6,-64.58004
Henan,Henan_ECBM_009,5.5,-61.77087
Henan,Henan_ECBM_010,5,-61.539345
Henan,Henan_ECBM_011,20.6,-35.40789
Henan,Henan_DSF_001,569.6,0.874
Henan,Henan_DSF_002,804.2,0.8968
Henan,Henan_DSF_003,378.6,0.9272
Henan,Henan_DSF_004,810.9,1.0488
Henan,Henan_DSF_005,804.2,1.0564
Henan,Henan_DSF_006,739.8,1.0564
Henan,Henan_DSF_007,739.8,1.064
Henan,Henan_DSF_008,670.1,1.0944
Henan,Henan_DSF_009,670.1,1.0944
Henan,Henan_DSF_010,670.1,1.0944
Henan,Henan_DSF_011,402.1,1.102
Henan,Henan_DSF_012,402.1,1.102
Henan,Henan_DSF_013,1208.9,1.1932
Henan,Henan_DSF_014,469.1,1.2008
Henan,Henan_DSF_015,485.9,1.2084
Henan,Henan_DSF_016,432.2,1.2464
Henan,Henan_DSF_017,402.1,1.2464
Henan,Henan_DSF_018,402.1,1.2464
Henan,Henan_DSF_019,402.1,1.2464
Henan,Henan_DSF_020,268.1,1.254
Henan,Henan_DSF_021,318.3,1.2768
Henan,Henan_DSF_022,268.1,1.2844
Henan,Henan_DSF_023,335.1,1.3376
Henan,Henan_DSF_024,469.1,1.3984
Henan,Henan_DSF_025,402.1,1.4592
Henan,Henan_DSF_026,202.8,1.5048
Henan,Henan_DSF_027,190.3,1.5428
Henan,Henan_DSF_028,180.9,1.5808
Henan,Henan_DSF_029,180.9,1.5808
Henan,Henan_DSF_030,156,1.6188
Henan,Henan_DSF_031,402.1,1.6264
Henan,Henan_DSF_032,154.3,1.6264
Henan,Henan_DSF_033,167.5,1.634
Henan,Henan_DSF_034,167.5,1.634
Henan,Henan_DSF_035,167.5,1.634
Henan,Henan_DSF_036,402.1,1.7252
Henan,Henan_DSF_037,140.4,1.748
Henan,Henan_DSF_038,134,1.8088
Henan,Henan_DSF_039,82.3,1.8316
Henan,Henan_DSF_040,75.5,1.9456
Henan,Henan_DSF_041,75.5,1.9456
Henan,Henan_DSF_042,78,2.0368
Henan,Henan_DSF_043,102.9,2.0444
Henan,Henan_DSF_044,69.2,2.0748
Henan,Henan_DSF_045,60.4,2.0824
Henan,Henan_DSF_046,102.7,2.09
Henan,Henan_DSF_047,98.6,2.1584
Henan,Henan_DSF_048,78,2.3028
Henan,Henan_DSF_049,78,2.3028
Henan,Henan_DSF_050,78,2.3028
Henan,Henan_DSF_051,78,2.356
Henan,Henan_DSF_052,73.7,2.4092
Henan,Henan_DSF_053,83.8,2.4548
Henan,Henan_DSF_054,70.2,2.5004
Henan,Henan_DSF_055,68,2.5612
Henan,Henan_DSF_056,67,2.5916
Henan,Henan_DSF_057,67,2.5916
Henan,Henan_DSF_058,67,2.6068
Henan,Henan_DSF_059,167.5,2.6372
Henan,Henan_DSF_060,67,2.8348
Henan,Henan_DSF_061,58.5,2.8804
Henan,Henan_DSF_062,156,2.9108
Henan,Henan_DSF_063,57.1,2.9336
Henan,Henan_DSF_064,54.6,3.04
Henan,Henan_DSF_065,54.6,3.04
Henan,Henan_DSF_066,53.8,3.0476
Henan,Henan_DSF_067,41.4,3.1692
Henan,Henan_DSF_068,51.4,3.1844
Henan,Henan_DSF_069,51.4,3.382
Henan,Henan_DSF_070,46.8,3.4352
Henan,Henan_DSF_071,46.8,3.4352
Henan,Henan_DSF_072,46.3,3.4656
Henan,Henan_DSF_073,39,3.5112
Henan,Henan_DSF_074,29.6,3.5644
Henan,Henan_DSF_075,46.8,3.6936
Henan,Henan_DSF_076,39,3.8076
Henan,Henan_DSF_077,41.2,3.876
Henan,Henan_DSF_078,33.5,3.9596
Henan,Henan_DSF_079,33.5,3.9596
Henan,Henan_DSF_080,33.4,3.9672
Henan,Henan_DSF_081,31.2,4.0812
Henan,Henan_DSF_082,31.2,4.0812
Henan,Henan_DSF_083,31.2,4.0812
Henan,Henan_DSF_084,67,4.2332
Henan,Henan_DSF_085,25.2,4.2408
Henan,Henan_DSF_086,27.5,4.522
Henan,Henan_DSF_087,21.8,4.6588
Henan,Henan_DSF_088,21,4.6816
Henan,Henan_DSF_089,25.6,4.7804
Henan,Henan_DSF_090,20.1,4.978
